rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
64,YES or YES,TWICE,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,444217591.0,views,,,444217591,86.47595753575898,,,,https://www.youtube.com/watch?v=mAKsZ26SabQ,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""mAKsZ26SabQ"",""youtube_channel_id"":""UCaO6TYtlC8U5ttz62hTrZgg"",""youtube_channel_title"":""JYP Entertainment"",""youtube_original_title"":""TWICE \""YES or YES\"" M/V"",""youtube_discovery_query"":""K-pop girl group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""TWICE"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
65,내가 제일 잘 나가(I AM THE BEST),2NE1,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,432861238.0,views,,,432861238,86.36348698213052,,,,https://www.youtube.com/watch?v=j7_lSP8Vc3o,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""j7_lSP8Vc3o"",""youtube_channel_id"":""UCnsQjCVzmEd-YvlQZbo6zCg"",""youtube_channel_title"":""2NE1"",""youtube_original_title"":""2NE1 - 내가 제일 잘 나가(I AM THE BEST) M/V"",""youtube_discovery_query"":""Korean pop official music video"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""2NE1"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
66,뛰어(JUMP),BLACKPINK,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,412608763.0,views,,,412608763,86.15538448349727,,,,https://www.youtube.com/watch?v=CgCVZdcKcqY,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""CgCVZdcKcqY"",""youtube_channel_id"":""UCOmHUn--16B90oW2L6FRR3A"",""youtube_channel_title"":""BLACKPINK"",""youtube_original_title"":""BLACKPINK - ‘뛰어(JUMP)’ M/V"",""youtube_discovery_query"":""K-pop viral official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""BLACKPINK"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
67,Back Door,Stray Kids,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,408886941.0,views,,,408886941,86.11603241373858,,,,https://www.youtube.com/watch?v=X-uJtV8ScYk,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""X-uJtV8ScYk"",""youtube_channel_id"":""UCaO6TYtlC8U5ttz62hTrZgg"",""youtube_channel_title"":""JYP Entertainment"",""youtube_original_title"":""Stray Kids \""Back Door\"" M/V"",""youtube_discovery_query"":""K-pop boy group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""Stray Kids"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
68,Dance The Night Away,TWICE,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,404544237.0,views,,,404544237,86.0696601981428,,,,https://www.youtube.com/watch?v=Fm5iP0S1z9w,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""Fm5iP0S1z9w"",""youtube_channel_id"":""UCaO6TYtlC8U5ttz62hTrZgg"",""youtube_channel_title"":""JYP Entertainment"",""youtube_original_title"":""TWICE \""Dance The Night Away\"" M/V"",""youtube_discovery_query"":""K-pop girl group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""TWICE"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
69,Savage,aespa,[],Savage - The 1st Mini Album - EP,10/5/2021,2021,"[""k-pop""]","[""und""]",,,,,,,youtube_views,399807694.0,views,,,399807694,170.06631871860992,3dbLT62Cvs46Ju7a8gpr36,,KRA302100326,https://gist.github.com/cooneycw/b4021d5d872ee4a07239f0ea25c23cd7,2026-07-26,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""kpop"",""youtube_view_threshold_strictly_greater_than"":100000000,""matched_source_genres"":[""k-pop""],""kpop_artist_verified"":true,""verified_kpop_artist"":""aespa"",""selection"":""catalog K-pop tag plus Korean ISRC, Korean source-country metadata, or Korean artist identity""}"
70,Nxde,(G)I-DLE,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,398884199.0,views,,,398884199,86.00846834031792,,,,https://www.youtube.com/watch?v=fCO7f0SmrDc,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""fCO7f0SmrDc"",""youtube_channel_id"":""UCritGVo7pLJLUS8wEu32vow"",""youtube_channel_title"":""i-dle (아이들)"",""youtube_original_title"":""(여자)아이들((G)I-DLE) - 'Nxde' Official Music Video"",""youtube_discovery_query"":""Korean pop official music video"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""(G)I-DLE"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
71,Alcohol-Free,TWICE,[],Alcohol-Free,6/9/2021,2021,"[""['k-pop'"",""'k-pop girl group'"",""'pop']"",""k-pop""]","[""und""]",,,,,,,youtube_views,398036555.0,views,,,398036555,169.35765981818744,6HTwoo4dUOvePNqMsTarPA,,US5TA2100022,https://gist.github.com/cooneycw/b4021d5d872ee4a07239f0ea25c23cd7,2026-07-26,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""kpop"",""youtube_view_threshold_strictly_greater_than"":100000000,""matched_source_genres"":[""k-pop"",""k-pop girl group"",""pop""],""kpop_artist_verified"":true,""verified_kpop_artist"":""TWICE"",""selection"":""catalog K-pop tag plus Korean ISRC, Korean source-country metadata, or Korean artist identity""}"
72,I AM,IVE,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,394486716.0,views,,,394486716,85.96032384400387,,,,https://www.youtube.com/watch?v=6ZUIwj3FgUY,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""6ZUIwj3FgUY"",""youtube_channel_id"":""UCYDmx2Sfpnaxg488yBpZIGg"",""youtube_channel_title"":""STARSHIP"",""youtube_original_title"":""IVE 아이브 'I AM' MV"",""youtube_discovery_query"":""K-pop official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""IVE"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
73,FEARLESS,LE SSERAFIM,[],FEARLESS,5/2/2022,2022,"[""k-pop"",""['k-pop girl group']""]","[""und""]",,,,,,,youtube_views,386459691.0,views,,,386459691,174.7063722084728,296nXCOv97WJNRWzIBQnoj,,USA2P2219222,https://gist.github.com/cooneycw/b4021d5d872ee4a07239f0ea25c23cd7,2026-07-26,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""kpop"",""youtube_view_threshold_strictly_greater_than"":100000000,""matched_source_genres"":[""k-pop"",""k-pop girl group""],""kpop_artist_verified"":true,""verified_kpop_artist"":""LE SSERAFIM"",""selection"":""catalog K-pop tag plus Korean ISRC, Korean source-country metadata, or Korean artist identity""}"
74,LOCO,ITZY,[],CRAZY IN LOVE,9/24/2021,2021,"[""k-pop""]","[""und""]",,,,,,,youtube_views,381462973.0,views,,,381462973,171.2695557068961,56Yxkm62GtEpnPyG7TvwLY,,US5TA2100051,https://gist.github.com/cooneycw/b4021d5d872ee4a07239f0ea25c23cd7,2026-07-26,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""kpop"",""youtube_view_threshold_strictly_greater_than"":100000000,""matched_source_genres"":[""k-pop""],""kpop_artist_verified"":true,""verified_kpop_artist"":""ITZY"",""selection"":""catalog K-pop tag plus Korean ISRC, Korean source-country metadata, or Korean artist identity""}"
75,MORE & MORE,TWICE,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,377437307.0,views,,,377437307,85.76844826029559,,,,https://www.youtube.com/watch?v=mH0_XpSHkZo,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""mH0_XpSHkZo"",""youtube_channel_id"":""UCaO6TYtlC8U5ttz62hTrZgg"",""youtube_channel_title"":""JYP Entertainment"",""youtube_original_title"":""TWICE \""MORE & MORE\"" M/V"",""youtube_discovery_query"":""K-pop girl group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""TWICE"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
76,Ko Ko Bop,EXO,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,372712672.0,views,,,372712672,85.71374159913478,,,,https://www.youtube.com/watch?v=IdssuxDdqKk,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""IdssuxDdqKk"",""youtube_channel_id"":""UCEf_Bc-KVd7onSeifS3py9g"",""youtube_channel_title"":""SMTOWN"",""youtube_original_title"":""EXO 엑소 'Ko Ko Bop' MV"",""youtube_discovery_query"":""K-pop boy group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""EXO"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
77,HANGOVER (feat. Snoop Dogg),PSY,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,372589970.0,views,,,372589970,85.71231160817932,,,,https://www.youtube.com/watch?v=HkMNOlYcpHg,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""HkMNOlYcpHg"",""youtube_channel_id"":""UCrDkAvwZum-UTjHmzDI2iIw"",""youtube_channel_title"":""officialpsy"",""youtube_original_title"":""PSY - HANGOVER (feat. Snoop Dogg) M/V"",""youtube_discovery_query"":""\""PSY\"" official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""PSY"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
78,In the morning,ITZY,[],GUESS WHO,4/30/2021,2021,"[""k-pop""]","[""und""]",,,,,,,youtube_views,371693639.0,views,,,371693639,168.70317111651462,1Wcr8zrKqbUX0zwN8Dbr16,,US5TA2100004,https://gist.github.com/cooneycw/b4021d5d872ee4a07239f0ea25c23cd7,2026-07-26,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""kpop"",""youtube_view_threshold_strictly_greater_than"":100000000,""matched_source_genres"":[""k-pop""],""kpop_artist_verified"":true,""verified_kpop_artist"":""ITZY"",""selection"":""catalog K-pop tag plus Korean ISRC, Korean source-country metadata, or Korean artist identity""}"
79,After LIKE,IVE,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,363834193.0,views,,,363834193,85.60903512670457,,,,https://www.youtube.com/watch?v=F0B7HDiY-10,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""F0B7HDiY-10"",""youtube_channel_id"":""UCYDmx2Sfpnaxg488yBpZIGg"",""youtube_channel_title"":""STARSHIP"",""youtube_original_title"":""IVE 아이브 'After LIKE' MV"",""youtube_discovery_query"":""K-pop girl group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""IVE"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
80,Gee,Girls' Generation,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,359467305.0,views,,,359467305,85.5565939689005,,,,https://www.youtube.com/watch?v=U7mPqycQ0tQ,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""U7mPqycQ0tQ"",""youtube_channel_id"":""UCEf_Bc-KVd7onSeifS3py9g"",""youtube_channel_title"":""SMTOWN"",""youtube_original_title"":""Girls' Generation 소녀시대 'Gee' MV"",""youtube_discovery_query"":""K-pop girl group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""Girls' Generation"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
81,War of Hormone(호르몬 전쟁),BTS,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,355273723.0,views,,,355273723,85.50563088311749,,,,https://www.youtube.com/watch?v=XQmpVHUi-0A,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""XQmpVHUi-0A"",""youtube_channel_id"":""UCweOkPb1wVVH0Q0Tlj4a5Pw"",""youtube_channel_title"":""1theK (원더케이)"",""youtube_original_title"":""[MV] BTS(방탄소년단) _ War of Hormone(호르몬 전쟁)"",""youtube_discovery_query"":""\""BTS\"" official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""BTS"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
82,SIGNAL,TWICE,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,350893721.0,views,,,350893721,85.45175598123791,,,,https://www.youtube.com/watch?v=VQtonf1fv_s,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""VQtonf1fv_s"",""youtube_channel_id"":""UCaO6TYtlC8U5ttz62hTrZgg"",""youtube_channel_title"":""JYP Entertainment"",""youtube_original_title"":""TWICE \""SIGNAL\"" M/V"",""youtube_discovery_query"":""\""TWICE\"" official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""TWICE"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
83,MANIAC,Stray Kids,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,349114305.0,views,,,349114305,85.42967645690598,,,,https://www.youtube.com/watch?v=OvioeS1ZZ7o,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""OvioeS1ZZ7o"",""youtube_channel_id"":""UCaO6TYtlC8U5ttz62hTrZgg"",""youtube_channel_title"":""JYP Entertainment"",""youtube_original_title"":""Stray Kids \""MANIAC\"" M/V"",""youtube_discovery_query"":""Korean pop official music video"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""Stray Kids"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
84,CALL ME BABY,EXO,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,348751589.0,views,,,348751589,85.42516196286391,,,,https://www.youtube.com/watch?v=yWfsla_Uh80,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""yWfsla_Uh80"",""youtube_channel_id"":""UCEf_Bc-KVd7onSeifS3py9g"",""youtube_channel_title"":""SMTOWN"",""youtube_original_title"":""EXO 엑소 'CALL ME BABY' MV"",""youtube_discovery_query"":""K-pop boy group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""EXO"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
85,락 (樂) (LALALALA),Stray Kids,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,348613261.0,views,,,348613261,85.42343904586548,,,,https://www.youtube.com/watch?v=dBDkYofMUs4,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""dBDkYofMUs4"",""youtube_channel_id"":""UCaO6TYtlC8U5ttz62hTrZgg"",""youtube_channel_title"":""JYP Entertainment"",""youtube_original_title"":""Stray Kids \""락 (樂) (LALALALA)\"" M/V"",""youtube_discovery_query"":""K-pop boy group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""Stray Kids"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
86,으르렁 (Growl),EXO,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,347323593.0,views,,,347323593,85.40734286322461,,,,https://www.youtube.com/watch?v=I3dezFzsNss,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""I3dezFzsNss"",""youtube_channel_id"":""UCEf_Bc-KVd7onSeifS3py9g"",""youtube_channel_title"":""SMTOWN"",""youtube_original_title"":""EXO 엑소 '으르렁 (Growl)' MV (Korean Ver.)"",""youtube_discovery_query"":""K-pop official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""EXO"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
87,No More Dream,BTS,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,345163689.0,views,,,345163689,85.38025103201797,,,,https://www.youtube.com/watch?v=rBG5L7UsUxA,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""rBG5L7UsUxA"",""youtube_channel_id"":""UC3IZKseVpdzPSBaWxBxundA"",""youtube_channel_title"":""HYBE LABELS"",""youtube_original_title"":""BTS (방탄소년단) 'No More Dream' Official MV"",""youtube_discovery_query"":""K-pop boy group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""BTS"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
88,KNOCK KNOCK,TWICE,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,341338130.0,views,,,341338130,85.33184806174592,,,,https://www.youtube.com/watch?v=8A2t_tAjMz8,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""8A2t_tAjMz8"",""youtube_channel_id"":""UCaO6TYtlC8U5ttz62hTrZgg"",""youtube_channel_title"":""JYP Entertainment"",""youtube_original_title"":""TWICE \""KNOCK KNOCK\"" M/V"",""youtube_discovery_query"":""K-pop girl group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""TWICE"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
89,달라달라(DALLA DALLA),ITZY,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,336559002.0,views,,,336559002,85.27061212485765,,,,https://www.youtube.com/watch?v=pNfTK39k55U,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""pNfTK39k55U"",""youtube_channel_id"":""UCaO6TYtlC8U5ttz62hTrZgg"",""youtube_channel_title"":""JYP Entertainment"",""youtube_original_title"":""ITZY \""달라달라(DALLA DALLA)\"" M/V @ITZY"",""youtube_discovery_query"":""\""Red Velvet\"" official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""ITZY"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
90,The Boys,Girls' Generation,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,322917479.0,views,,,322917479,85.09091554655042,,,,https://www.youtube.com/watch?v=6pA_Tou-DPI,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""6pA_Tou-DPI"",""youtube_channel_id"":""UCEf_Bc-KVd7onSeifS3py9g"",""youtube_channel_title"":""SMTOWN"",""youtube_original_title"":""Girls' Generation 소녀시대 'The Boys' MV (KOR Ver.)"",""youtube_discovery_query"":""K-pop girl group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""Girls' Generation"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
91,New Face,PSY,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,316696021.0,views,,,316696021,85.00642608258873,,,,https://www.youtube.com/watch?v=OwJPPaEyqhI,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""OwJPPaEyqhI"",""youtube_channel_id"":""UCrDkAvwZum-UTjHmzDI2iIw"",""youtube_channel_title"":""officialpsy"",""youtube_original_title"":""PSY - ‘New Face’ M/V"",""youtube_discovery_query"":""\""PSY\"" official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""PSY"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
92,특(S-Class),Stray Kids,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,315345829.0,views,,,315345829,84.98787092440601,,,,https://www.youtube.com/watch?v=JsOOis4bBFg,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""JsOOis4bBFg"",""youtube_channel_id"":""UCaO6TYtlC8U5ttz62hTrZgg"",""youtube_channel_title"":""JYP Entertainment"",""youtube_original_title"":""Stray Kids \""특(S-Class)\"" M/V"",""youtube_discovery_query"":""K-pop boy group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""Stray Kids"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
93,울고 싶지 않아 (Don't Wanna Cry),SEVENTEEN,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,305440550.0,views,,,305440550,84.84926694496565,,,,https://www.youtube.com/watch?v=zEkg4GBQumc,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""zEkg4GBQumc"",""youtube_channel_id"":""UCfkXDY7vwkcJ8ddFGz8KusA"",""youtube_channel_title"":""SEVENTEEN"",""youtube_original_title"":""[M/V] SEVENTEEN(세븐틴) - 울고 싶지 않아 (Don't Wanna Cry)"",""youtube_discovery_query"":""K-pop boy group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""SEVENTEEN"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
94,Drama,aespa,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,304285197.0,views,,,304285197,84.83280826550497,,,,https://www.youtube.com/watch?v=D8VEhcPeSlc,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""D8VEhcPeSlc"",""youtube_channel_id"":""UCEf_Bc-KVd7onSeifS3py9g"",""youtube_channel_title"":""SMTOWN"",""youtube_original_title"":""aespa 에스파 'Drama' MV"",""youtube_discovery_query"":""K-pop girl group official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""aespa"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
95,Whiplash,aespa,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,303614029.0,views,,,303614029,84.82321836428966,,,,https://www.youtube.com/watch?v=jWQx2f-CErU,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""jWQx2f-CErU"",""youtube_channel_id"":""UCEf_Bc-KVd7onSeifS3py9g"",""youtube_channel_title"":""SMTOWN"",""youtube_original_title"":""aespa 에스파 'Whiplash' MV"",""youtube_discovery_query"":""K-pop official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""aespa"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
96,ZOOM,Jessi,[],ZOOM,4/13/2022,2022,"[""['k-pop']"",""k-pop""]","[""und""]",,,,,,,youtube_views,303569838.0,views,,,303569838,169.93310249056717,4IaxDf2FixiQXq0mW7key9,,KRA382204517,https://gist.github.com/cooneycw/b4021d5d872ee4a07239f0ea25c23cd7,2026-07-26,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""kpop"",""youtube_view_threshold_strictly_greater_than"":100000000,""matched_source_genres"":[""k-pop""],""kpop_artist_verified"":true,""verified_kpop_artist"":""Jessi"",""selection"":""catalog K-pop tag plus Korean ISRC, Korean source-country metadata, or Korean artist identity""}"
97,LOSER,BIGBANG,[],,,,"[""k-pop""]","[""und""]",,,,,,,youtube_views,301900833.0,views,,,301900833,84.79864312761745,,,,https://www.youtube.com/watch?v=1CTced9CMMk,2026-07-26,"Discovered with the official YouTube Data API and retained only when the parsed artist matches a catalog-verified K-pop artist and the upload has official-MV, official-label, or artist-channel evidence.","{""culture_category"":""kpop"",""youtube_video_id"":""1CTced9CMMk"",""youtube_channel_id"":""UCzw-C7fNfs018R1FzIKnlaA"",""youtube_channel_title"":""BIGBANG"",""youtube_original_title"":""BIGBANG - LOSER M/V"",""youtube_discovery_query"":""K-pop viral official MV"",""youtube_view_threshold_strictly_greater_than"":100000000,""kpop_artist_verified"":true,""verified_kpop_artist"":""BIGBANG"",""selection"":""official YouTube API discovery restricted to verified K-pop artists""}"
