rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
341914,"My Love, Effendi",Kurt Elling,[],This Time It's Love,1998-01-01,1998,"[""['contemporary vocal jazz'"",""'vocal jazz']""]","[""und""]",,,,,,,spotify_popularity,5.0,score_0_100,,,,1.75,0IsNKAMEMpQa3Dovs7iqJJ,,,https://doi.org/10.5281/zenodo.11453410,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""['contemporary vocal jazz'"",""'vocal jazz']""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
341915,Santa Claus Is Coming To Town,Kidsongs,[],Kidsongs: We Wish You a Merry Christmas,1993,1993,"[""[\""children's music\"""",""'nursery']""]","[""und""]",,,,,,,spotify_popularity,5.0,score_0_100,,,,1.75,7zriyJb3N7I9pwEHxKaiMN,,,https://doi.org/10.5281/zenodo.11453410,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""children_childhood"",""matched_source_genres"":[""[\""children's music\"""",""'nursery']""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
341916,Be Kind,The Quokkas,[],Be Kind EP,2022-03-04,2022,"[""australian children's music""]","[""und""]",,,,,,,spotify_popularity,5.0,score_0_100,,,,1.75,1SSgq52TJSHbsqsh3rDB1a,,,https://doi.org/10.5281/zenodo.11453410,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""children_childhood"",""matched_source_genres"":[""australian children's music""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
341917,Goldilocks & The Three Bears,The Kiboomers,[],Goldilocks & The Three Bears,,,"[""children""]","[""und""]",,,,,,,spotify_popularity,5.0,score_0_100,,,,1.75,3vmQda2LrrnTxN4zIf4Zw7,,,https://github.com/szewczakjj/Almost-Million-Songs-Dataset-2025-16-Features-,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""children_childhood"",""matched_source_genres"":[""children""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
341918,Centerfold,Hayseed Dixie,[],Let There Be Rockgrass,2014-06-16,2014,"[""['bluegrass'"",""'comedy rock'"",""'comic']""]","[""und""]",,,,,,,spotify_popularity,5.0,score_0_100,,,,1.75,5QDwS6hOBMGXnzlp4yD5Ty,,,https://doi.org/10.5281/zenodo.11453410,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""unserious"",""matched_source_genres"":[""['bluegrass'"",""'comedy rock'"",""'comic']""],""matched_unserious_title_phrase"":false,""selection"":""strict novelty/comedy tag or known absurd novelty-title pattern; source-backed popularity ranking""}"
341919,Let's Fly Away,"Bobby ""Boris"" Pickett",[],The Original Monster Mash,1962,1962,"[""['halloween'"",""'novelty']""]","[""und""]",,,,,,,spotify_popularity,5.0,score_0_100,,,,1.75,2ZMSYq8S6vlsMw1XtQ87XN,,,https://www.kaggle.com/datasets/anantsinghal786/almost-million-songs-dataset-2025-16-features,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""unserious"",""matched_source_genres"":[""['halloween'"",""'novelty']""],""matched_unserious_title_phrase"":false,""selection"":""strict novelty/comedy tag or known absurd novelty-title pattern; source-backed popularity ranking""}"
341920,Left me.,K-Fishy,"[""v flower"",""V3 GUMI (English)"",""コラル"",""keyesgen""]",,2026-07-05T00:00:00Z,2026,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=CnlpURwdTYs,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":997442,""vocadb_url"":""https://vocadb.net/S/997442"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":19,""youtube_video_id"":""CnlpURwdTYs"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Release - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""CnlpURwdTYs"",""views"":18,""author"":""Release - Topic"",""url"":""https://youtu.be/CnlpURwdTYs""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""K-Fishy"",""コラル"",""keyesgen""],""voice_synth_vocalists"":[""v flower"",""V3 GUMI (English)""],""voice_synth_types"":{""v flower"":""vocaloid"",""V3 GUMI (English)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""K-Fishy"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":159073},{""name"":""コラル"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":182535},{""name"":""keyesgen"",""artist_type"":""Producer"",""roles"":[""mastering""],""is_support"":false,""vocadb_artist_id"":115742},{""name"":""v flower"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":21165},{""name"":""V3 GUMI (English)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":4634}]}"
341921,A Very Far Place,Samuel Wright,"[""AL!CE.16""]",,2018-01-31T00:00:00Z,2018,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=4wAe33GkBjU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":182975,""vocadb_url"":""https://vocadb.net/S/182975"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":9,""youtube_video_id"":""4wAe33GkBjU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Blackbird [Samuel Wright] - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""4wAe33GkBjU"",""views"":18,""author"":""Blackbird [Samuel Wright] - Topic"",""url"":""https://youtu.be/4wAe33GkBjU""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Samuel Wright""],""voice_synth_vocalists"":[""AL!CE.16""],""voice_synth_types"":{""AL!CE.16"":""utau""},""all_vocadb_artist_credits"":[{""name"":""Samuel Wright"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":18766},{""name"":""AL!CE.16"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":36111}]}"
341922,DEAD WORLD,失いP,"[""LUMi""]",,2020-08-10T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=LUa9aonXdcw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":314264,""vocadb_url"":""https://vocadb.net/S/314264"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":6,""youtube_video_id"":""LUa9aonXdcw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""失いP - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""LUa9aonXdcw"",""views"":18,""author"":""失いP - Topic"",""url"":""https://youtu.be/LUa9aonXdcw""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""失いP""],""voice_synth_vocalists"":[""LUMi""],""voice_synth_types"":{""LUMi"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""LUMi"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":58416},{""name"":""失いP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":77713}]}"
341923,あの空の向こう,文月フミト,"[""初音ミク""]",,2017-07-23T00:00:00Z,2017,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=H7WmBi9h_n8,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":184150,""vocadb_url"":""https://vocadb.net/S/184150"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":6,""youtube_video_id"":""H7WmBi9h_n8"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""fumito_fumizuki - Topic"",""official_youtube_pv_count"":2,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""H7WmBi9h_n8"",""views"":18,""author"":""fumito_fumizuki - Topic"",""url"":""https://youtu.be/H7WmBi9h_n8""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""文月フミト""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""文月フミト"",""artist_type"":""Producer"",""roles"":[""animator"",""arranger"",""composer"",""instrumentalist"",""lyricist"",""mastering"",""mixer"",""voicemanipulator""],""is_support"":false,""vocadb_artist_id"":64491},{""name"":""煙花"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":true,""vocadb_artist_id"":2844}]}"
341924,You are my Honey,失いP,"[""IA""]",,2021-01-21T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=fCOTWojtoLY,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":311658,""vocadb_url"":""https://vocadb.net/S/311658"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":5,""youtube_video_id"":""fCOTWojtoLY"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""失いP - Topic"",""official_youtube_pv_count"":2,""official_youtube_resolved_pv_count"":2,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""fCOTWojtoLY"",""views"":18,""author"":""失いP - Topic"",""url"":""https://youtu.be/fCOTWojtoLY""},{""video_id"":""L_K3rAdH4RA"",""views"":8,""author"":""失いP - Topic"",""url"":""https://youtu.be/L_K3rAdH4RA""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""失いP""],""voice_synth_vocalists"":[""IA""],""voice_synth_types"":{""IA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""失いP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":77713},{""name"":""IA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":504}]}"
341925,妄想未亡人,ゲーム人間,"[""鳴花ヒメ""]",,2023-03-18T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=9A4BIqUa6dU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":506740,""vocadb_url"":""https://vocadb.net/S/506740"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":5,""youtube_video_id"":""9A4BIqUa6dU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ゲーム人間 - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""9A4BIqUa6dU"",""views"":18,""author"":""ゲーム人間 - Topic"",""url"":""https://youtu.be/9A4BIqUa6dU""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ゲーム人間""],""voice_synth_vocalists"":[""鳴花ヒメ""],""voice_synth_types"":{""鳴花ヒメ"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""ゲーム人間"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":120953},{""name"":""鳴花ヒメ"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":71655}]}"
341926,duskdance,demleague,"[""歌愛ユキ V4""]",,2023-06-16T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=dmvQ88dpk6w,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":664452,""vocadb_url"":""https://vocadb.net/S/664452"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":3,""youtube_video_id"":""dmvQ88dpk6w"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""demleague - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""dmvQ88dpk6w"",""views"":18,""author"":""demleague - Topic"",""url"":""https://youtu.be/dmvQ88dpk6w""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""demleague""],""voice_synth_vocalists"":[""歌愛ユキ V4""],""voice_synth_types"":{""歌愛ユキ V4"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""歌愛ユキ V4"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":28164},{""name"":""demleague"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":143916}]}"
341927,桜の香りの中で,失いP,"[""桜乃そら ナチュラル""]",,2020-11-11T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=jZmnck5XN9A,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":311628,""vocadb_url"":""https://vocadb.net/S/311628"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":3,""youtube_video_id"":""jZmnck5XN9A"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""失いP - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""jZmnck5XN9A"",""views"":18,""author"":""失いP - Topic"",""url"":""https://youtu.be/jZmnck5XN9A""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""失いP""],""voice_synth_vocalists"":[""桜乃そら ナチュラル""],""voice_synth_types"":{""桜乃そら ナチュラル"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""失いP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":77713},{""name"":""桜乃そら ナチュラル"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":67092}]}"
341928,卒業,Navi,"[""初音ミク""]",,2022-03-02T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=5PQqTVqQ6D0,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":394529,""vocadb_url"":""https://vocadb.net/S/394529"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":3,""youtube_video_id"":""5PQqTVqQ6D0"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""NAVI★navi🎧チャンネル"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""5PQqTVqQ6D0"",""views"":18,""author"":""NAVI★navi🎧チャンネル"",""url"":""https://youtu.be/5PQqTVqQ6D0""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Navi""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Navi"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":101057},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
341929,想い美化,5385,"[""歌愛ユキ""]",,2025-09-12T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=qihADTu-I4M,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":912866,""vocadb_url"":""https://vocadb.net/S/912866"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":3,""youtube_video_id"":""qihADTu-I4M"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""5385 - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""qihADTu-I4M"",""views"":18,""author"":""5385 - Topic"",""url"":""https://youtu.be/qihADTu-I4M""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""5385""],""voice_synth_vocalists"":[""歌愛ユキ""],""voice_synth_types"":{""歌愛ユキ"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""歌愛ユキ"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":191},{""name"":""5385"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":178611}]}"
341930,恋するくの一M＆R   Vol.6,天童P,"[""鏡音リン"",""初音ミク""]",,2025-11-05T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=AdPz_sUuxoU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":894601,""vocadb_url"":""https://vocadb.net/S/894601"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":3,""youtube_video_id"":""AdPz_sUuxoU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""天童P"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""AdPz_sUuxoU"",""views"":18,""author"":""天童P"",""url"":""https://youtu.be/AdPz_sUuxoU""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""天童P""],""voice_synth_vocalists"":[""鏡音リン"",""初音ミク""],""voice_synth_types"":{""鏡音リン"":""vocaloid"",""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""天童P"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":146043},{""name"":""MAKI"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":151033},{""name"":""鏡音リン"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":14},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
341931,Predictable,TracyP,"[""初音ミク""]",,2017-03-24T00:00:00Z,2017,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=n1WKNNiHAs0,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":322435,""vocadb_url"":""https://vocadb.net/S/322435"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":3,""youtube_video_id"":""n1WKNNiHAs0"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Tracy Poe"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""n1WKNNiHAs0"",""views"":18,""author"":""Tracy Poe"",""url"":""https://youtu.be/n1WKNNiHAs0""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""TracyP""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""TracyP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":21253},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
341932,Always Together,TracyP,"[""初音ミク""]",,2017-06-08T00:00:00Z,2017,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=adI_wmzA2yA,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":322304,""vocadb_url"":""https://vocadb.net/S/322304"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":3,""youtube_video_id"":""adI_wmzA2yA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Tracy Poe"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""adI_wmzA2yA"",""views"":18,""author"":""Tracy Poe"",""url"":""https://youtu.be/adI_wmzA2yA""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""TracyP""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""TracyP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":21253},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
341933,SANITY,neutrinoP,"[""GUMI""]",,2020-08-29T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,18.0,views,,,18,,,,,https://www.youtube.com/watch?v=GGJ0ZqKx8JE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":349203,""vocadb_url"":""https://vocadb.net/S/349203"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":3,""youtube_video_id"":""GGJ0ZqKx8JE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""neutrinoP - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":18,""official_youtube_pvs"":[{""video_id"":""GGJ0ZqKx8JE"",""views"":18,""author"":""neutrinoP - Topic"",""url"":""https://youtu.be/GGJ0ZqKx8JE""}],""highest_individual_official_pv_views"":18,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""neutrinoP""],""voice_synth_vocalists"":[""GUMI""],""voice_synth_types"":{""GUMI"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""GUMI"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":3},{""name"":""neutrinoP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":2331},{""name"":""JWard-L"",""artist_type"":""Lyricist"",""roles"":[""lyricist""],""is_support"":false,""vocadb_artist_id"":74343}]}"
