rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
2483,Planetes,EGOIST; produced by supercell; performed by Chelly,[],,,,[],"[""und""]",,Guilty Crown: Lost Christmas,23491,,,,anime_popularity_proxy,23491.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""ED"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":13411,""mal_id"":13411,""anime_popularity_rank"":2698,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2484,Ningen Video (人間ビデオ),The Dresscodes,[],,,,[],"[""und""]",,GANTZ:O,23486,,,,anime_popularity_proxy,23486.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""ED"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":21496,""mal_id"":32071,""anime_popularity_rank"":2699,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2485,Highlight Highlight,the peggies,[],,,,[],"[""und""]",,In the Heart of Kunoichi Tsubaki,23483,,,,anime_popularity_proxy,23483.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":141350,""mal_id"":50338,""anime_popularity_rank"":2700,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/kunoichi_tsubaki_no_mune_no_uchi""}"
2486,Destiny,Maki Ootsuki,[],,,,[],"[""und""]",,One Piece: Heart of Gold,23469,,,,anime_popularity_proxy,23469.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""ED"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":21831,""mal_id"":33338,""anime_popularity_rank"":2701,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2487,Invincible,ONEREPUBLIC,[],,,,[],"[""und""]",,Kaiju No.8: Hoshina's Day Off,23464,,,,anime_popularity_proxy,23464.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""ED"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":179999,""mal_id"":59490,""anime_popularity_rank"":2702,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/kaijuu_8gou_hoshina_no_kyuujitsu""}"
2488,in case...,BiSH,[],,,,[],"[""und""]",,Godzilla Singular Point,23450,,,,anime_popularity_proxy,23450.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":124786,""mal_id"":43229,""anime_popularity_rank"":2703,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/godzilla_sp""}"
2489,Door,EGOIST,[],,,,[],"[""und""]",,The Empire of Corpses,23446,,,,anime_popularity_proxy,23446.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""ED"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":20965,""mal_id"":28625,""anime_popularity_rank"":2704,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2490,Innocent,Shouta Aoi,[],,,,[],"[""und""]",,First Love Monster,23424,,,,anime_popularity_proxy,23424.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":21242,""mal_id"":31109,""anime_popularity_rank"":2705,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/hatsukoi_monster""}"
2491,Shangai Honey,Kenshou Ono,"[""Orange Range"",""Yuuki Kaji""]",,,,[],"[""und""]",,The Gymnastics Samurai,23407,,,,anime_popularity_proxy,23407.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":122807,""mal_id"":42668,""anime_popularity_rank"":2706,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/taisou_zamurai""}"
2492,UNFAIR,Mika Nakashima,[],,,,[],"[""und""]",,Delico's Nursery,23378,,,,anime_popularity_proxy,23378.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":167991,""mal_id"":56179,""anime_popularity_rank"":2707,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/delicos_nursery""}"
2493,All Alone,Ryouko Aoyagi,[],,,,[],"[""und""]",,Grappler Baki Maximum Tournament,23331,,,,anime_popularity_proxy,23331.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":551,""mal_id"":551,""anime_popularity_rank"":2708,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2494,Michishirube,Keita Tachibana,[],,2006,2006,[],"[""und""]",,D.N.Angel,23217,,,,spotify_popularity,28.0,score_0_100,,,,7.000000000000001,1lSgPFh4QCkurnu4CbGzwM,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-12,,"{""theme_type"":""ED"",""theme_sequence"":4,""selection_method"":""exact_title_artist"",""anilist_id"":61,""mal_id"":61,""anime_popularity_rank"":2711,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/dnangel"",""catalog_sources"":""spotify_600k_historical""}"
2495,Kokoro e,Road of Major,[],,,,[],"[""und""]",,Major S1,23160,,,,anime_popularity_proxy,23160.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":627,""mal_id"":627,""anime_popularity_rank"":2713,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2496,The Seed and the Sower,fhána,[],,,,[],"[""und""]",,Comet Lucifer,23147,,,,anime_popularity_proxy,23147.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":21275,""mal_id"":31318,""anime_popularity_rank"":2714,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/comet_lucifer""}"
2497,Ice-cream syndrome,Sukima Switch,[],,,,[],"[""und""]",,Pokémon: Zoroark—Master of Illusions,23144,,,,anime_popularity_proxy,23144.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""ED"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":7695,""mal_id"":7695,""anime_popularity_rank"":2715,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2498,Yume-iro Parade!,Nao Touyama,"[""Risa Taneda"",""Yumi Uchiyama""]",,,,[],"[""und""]",,Hello!! KINMOZA!,23119,,,,anime_popularity_proxy,23119.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":20654,""mal_id"":23269,""anime_popularity_rank"":2716,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/hello_kiniro_mosaic""}"
2499,Unmei no Ori (運命の檻),Aimi,[],,,,[],"[""und""]",,The Severing Crime Edge,23111,,,,anime_popularity_proxy,23111.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":16355,""mal_id"":16355,""anime_popularity_rank"":2717,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2500,Future Eve,OKAMOTO'S,[],,,,[],"[""und""]",,NARUTO: Honoo no Chuunin Shiken! Naruto vs Konohamaru!!,23043,,,,anime_popularity_proxy,23043.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""ED"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":10686,""mal_id"":10686,""anime_popularity_rank"":2720,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2501,Kirei.,Yuu.,[],,,,[],"[""und""]",,Wash It All Away,23037,,,,anime_popularity_proxy,23037.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":194028,""mal_id"":61782,""anime_popularity_rank"":2721,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/kirei_ni_shitemoraemasu_ka""}"
2502,Treat or Goblins,Megumi Hayashibara,[],,,,[],"[""und""]",,Magical Shopping Arcade Abenobashi,23027,,,,anime_popularity_proxy,23027.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":306,""mal_id"":306,""anime_popularity_rank"":2722,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/abenobashi_mahoushoutengai""}"
2503,Arco,Maaya Sakamoto,[],,,,[],"[""und""]",,Code Geass: Akito the Exiled - To Beloved Ones,23023,,,,anime_popularity_proxy,23023.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""ED"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":21178,""mal_id"":30711,""anime_popularity_rank"":2723,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/code_geass_boukoku_no_akito_5_itoshiki_mono_tachi_e""}"
2504,RAYTRACER,STEREO DIVE FOUNDATION,[],,,,[],"[""und""]",,Synduality Noir,23007,,,,anime_popularity_proxy,23007.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":154643,""mal_id"":53026,""anime_popularity_rank"":2724,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/synduality_noir""}"
2505,*** Passionate (***パショナート),Iori Nomizu,[],,,,[],"[""und""]",,"Is This a Zombie? Of the Dead: Yes, This Suits Me Just Fine",23006,,,,anime_popularity_proxy,23006.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":15437,""mal_id"":15437,""anime_popularity_rank"":2725,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2506,MAISIE Produced by HYDE,Cö shu Nie,"[""HYDE""]",,,,[],"[""und""]",,Black Butler: Emerald Witch Arc,22986,,,,anime_popularity_proxy,22986.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":179054,""mal_id"":59228,""anime_popularity_rank"":2726,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/kuroshitsuji_midori_no_majo_hen""}"
2507,Wu Xian Da (无限大),Yu Jiaoyan,[],,,,[],"[""und""]",,Spiritpact,22972,,,,anime_popularity_proxy,22972.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":98031,""mal_id"":33605,""anime_popularity_rank"":2728,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2508,Cross Road (クロスロード),Nagi Yanagi,[],,,,[],"[""und""]",,Cross Road,22969,,,,anime_popularity_proxy,22969.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":20831,""mal_id"":22839,""anime_popularity_rank"":2729,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2509,Kimi ga Tomoshite Kureta Hikari wo Ima,HoneyWorks,"[""Hanon""]",,,,[],"[""und""]",,An Adventurer’s Daily Grind at Age 29,22968,,,,anime_popularity_proxy,22968.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":192261,""mal_id"":61637,""anime_popularity_rank"":2730,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/29sai_dokushin_chuuken_boukensha_no_nichijou""}"
2510,Yuruyurinrinrinrinrin,Minami Tsuda,"[""Rumi Ookubo"",""Shiori Mikami"",""Yuka Ootsubo""]",,,,[],"[""und""]",,YuruYuri Nachuyachumi!,22926,,,,anime_popularity_proxy,22926.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":20625,""mal_id"":23225,""anime_popularity_rank"":2732,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/yuru_yuri_nachuyachumi""}"
2511,Dramatic,Base Ball Bear,[],,,,[],"[""und""]",,Big Windup!,22887,,,,anime_popularity_proxy,22887.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":2159,""mal_id"":2159,""anime_popularity_rank"":2735,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/ookiku_furikabutte""}"
2512,Mabushikute,DASEIN,[],,,,[],"[""und""]",,One Piece: Chopper’s Kingdom on the Island of Strange Animals,22886,,,,anime_popularity_proxy,22886.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""ED"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":461,""mal_id"":461,""anime_popularity_rank"":2736,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2513,Calling U,Shoutarou Morikubo,"[""buzz★Vibes""]",,,,[],"[""und""]",,Sorcerous Stabber Orphen,22866,,,,anime_popularity_proxy,22866.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":101367,""mal_id"":37576,""anime_popularity_rank"":2737,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/majutsushi_orphen_hagure_tabi""}"
2514,Kakushinteki☆Metamarphose! (かくしん的☆めたまるふぉ~ぜっ!),Aimi Tanaka,[],,,,[],"[""und""]",,Himouto! Umaru-chanS,22862,,,,anime_popularity_proxy,22862.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":21328,""mal_id"":31234,""anime_popularity_rank"":2738,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2515,Seirei Hirai,Daisuke Ono,[],,,,[],"[""und""]",,Brave 10,22835,,,,anime_popularity_proxy,22835.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":11241,""mal_id"":11241,""anime_popularity_rank"":2739,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/brave_10""}"
2516,Morning Arch,Marina Kawano,[],,,,[],"[""und""]",,A-Channel,22830,,,,anime_popularity_proxy,22830.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":9776,""mal_id"":9776,""anime_popularity_rank"":2740,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2517,DT Suteru (DT捨テル),Golden Ixion Bomber DT,[],,,,[],"[""und""]",,Ixion Saga DT,22824,,,,anime_popularity_proxy,22824.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":14765,""mal_id"":14765,""anime_popularity_rank"":2741,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2518,Cinematic Parade,Nasuo☆,[],,,,[],"[""und""]",,The Duke of Death and His Maid Season 3,22792,,,,anime_popularity_proxy,22792.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":169584,""mal_id"":56738,""anime_popularity_rank"":2743,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/shinigami_bocchan_to_kuro_maid_3rd_season""}"
2519,Gabriel Drop Kick (ガヴリールドロップキック),Gabriel Tenma White,[],,,,[],"[""und""]",,Gabriel Dropout OVA,22740,,,,anime_popularity_proxy,22740.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":98524,""mal_id"":34855,""anime_popularity_rank"":2744,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2520,Sadamegoto (サダメゴト),Yuuto Uemura,[],,,,[],"[""und""]",,SWORDGAI The Animation,22736,,,,anime_popularity_proxy,22736.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":20875,""mal_id"":27783,""anime_popularity_rank"":2745,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
2521,ACHE in PULSE,MYTH & ROID,[],,,,[],"[""und""]",,Arknights: PERISH IN FROST,22734,,,,anime_popularity_proxy,22734.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":158895,""mal_id"":53881,""anime_popularity_rank"":2746,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/arknights_touin_kiro""}"
2522,Le jour,Satomi Satou,[],,,,[],"[""und""]",,In Search of the Lost Future,22694,,,,anime_popularity_proxy,22694.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":20591,""mal_id"":21845,""anime_popularity_rank"":2748,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/ushinawareta_mirai_wo_motomete""}"
2523,Unsung ballad,TRUE,[],,,,[],"[""und""]",,Unnamed Memory Season 2,22690,,,,anime_popularity_proxy,22690.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":178550,""mal_id"":59142,""anime_popularity_rank"":2749,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/unnamed_memory_act2""}"
2524,BLADE,BLUE ENCOUNT,[],,,,[],"[""und""]",,YAIBA: Samurai Legend,22660,,,,anime_popularity_proxy,22660.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":177476,""mal_id"":58812,""anime_popularity_rank"":2750,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/shin_samurai_den_yaiba""}"
2525,Ego,Retroriron,[],,,,[],"[""und""]",,The Most Heretical Last Boss Queen: From Villainess to Savior Season 2,22651,,,,anime_popularity_proxy,22651.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":195268,""mal_id"":61931,""anime_popularity_rank"":2751,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/higeki_no_genkyou_to_naru_saikyou_gedou_last_boss_joou_wa_tami_no_tame_ni_tsukushimasu_season_2""}"
2526,Gyouko,Half time Old,[],,,,[],"[""und""]",,Lucifer and the Biscuit Hammer,22628,,,,anime_popularity_proxy,22628.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":144323,""mal_id"":50891,""anime_popularity_rank"":2753,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/hoshi_no_samidare""}"
2527,Key,Daisuke Ono,[],,,,[],"[""und""]",,Psychic Detective Yakumo,22624,,,,anime_popularity_proxy,22624.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":7662,""mal_id"":7662,""anime_popularity_rank"":2755,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/shinrei_tantei_yakumo""}"
2528,Kotodama,ALI PROJECT,[],,,,[],"[""und""]",,Shigofumi,22620,,,,anime_popularity_proxy,22620.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":null,""selection_method"":""theme_order_fallback"",""anilist_id"":3420,""mal_id"":3420,""anime_popularity_rank"":2756,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://animethemes.moe/anime/shigofumi""}"
2529,Itteki no Eikyou (一滴の影響),UVERworld,[],,,,[],"[""und""]",,Ao no Exorcist: Kyoto Fujouou-hen OVA,22608,,,,anime_popularity_proxy,22608.0,anilist_users,,,,,,,,https://anilist.co/,2026-09-12,"No trustworthy song-level listen/view count found; AniList anime popularity is explicitly a proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":97891,""mal_id"":34465,""anime_popularity_rank"":2757,""anime_popularity_source"":""anilist_users"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
