rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
1,the WORLD,Nightmare,[],,2007-02-28,2006,"[""metal""]","[""und""]",,Death Note,1456378,,,,spotify_popularity,67.0,score_0_100,,,,16.75,1g0SlTCGN9j3OicWHfSKEn,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":1535,""anime_popularity_rank"":1,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical|spotify_114k""}"
2,great escape,cinema staff,[],,2013-08-21,2013,"[""j-rock""]","[""und""]",,Attack on Titan,1345842,,,,spotify_popularity,55.0,score_0_100,,,,13.750000000000002,0iXYLrcgvd9u6ATFMIHMpD,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""ED"",""theme_sequence"":2,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":16498,""anime_popularity_rank"":2,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical|spotify_114k""}"
3,crossing field,LiSA,[],LANDSPACE,2013-10-30,2013,"[""anime"",""anime rock"",""j-pixie"",""j-pop"",""j-rock""]","[""und""]",,Sword Art Online,1301616,,,,spotify_popularity,74.0,score_0_100,,,,18.5,5RsRhryZD9FdTmxsAaZ2mM,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":11757,""anime_popularity_rank"":3,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_zenodo_0_9m|spotify_600k_historical|spotify_114k|spotify_2025_0_9m_features""}"
4,again,YUI,[],,2012-12-05,2010,"[""j-pop""]","[""und""]",,Fullmetal Alchemist: Brotherhood,1199091,,,,spotify_popularity,67.0,score_0_100,,,,16.75,7EUSByOz1UUx78lLDxfxRQ,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":5114,""anime_popularity_rank"":4,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical|spotify_114k""}"
5,THE HERO !! ~Okoreru Kobushi ni Hi wo Tsukero~ (THE HERO !! ～怒れる拳に火をつけろ～),JAM Project,[],,,,[],"[""und""]",,One Punch Man,1020754,,,,myanimelist_members_snapshot,1020754.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":30276,""anime_popularity_rank"":5,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
6,unravel,TK from Ling tosite sigure,[],,2014-08-27,2014,"[""anime"",""j-pop"",""j-rock"",""rock""]","[""und""]",,Tokyo Ghoul,1013138,,,,spotify_popularity,79.0,score_0_100,,,,19.75,6Pz0u5ItrGIwkKr0Z7S93H,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":22319,""anime_popularity_rank"":6,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical|spotify_114k""}"
7,"My Soul, Your Beats!",Lia,[],,,,[],"[""und""]",,Angel Beats!,1010771,,,,myanimelist_members_snapshot,1010771.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":6547,""anime_popularity_rank"":7,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
8,Hacking to the Gate,Kanako Itou,[],,,,[],"[""und""]",,Steins;Gate,1010330,,,,myanimelist_members_snapshot,1010330.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":9253,""anime_popularity_rank"":8,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
9,COLORS,FLOW,[],Colors,2006-11-08,2003,"[""anime"",""j-pop""]","[""und""]",,Code Geass: Lelouch of the Rebellion,986897,,,,spotify_popularity,62.0,score_0_100,,,,15.5,6bPPyigCphBBQ9781j6eKM,,,https://github.com/szewczakjj/Almost-Million-Songs-Dataset-2025-16-Features-,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":1575,""anime_popularity_rank"":9,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_114k|spotify_2025_0_9m_features|spotify_zenodo_0_9m|spotify_600k_historical""}"
10,GO!!!,FLOW,[],,2003,2003,"[""anime"",""j-pop""]","[""und""]",,Naruto,980265,,,,spotify_popularity,64.0,score_0_100,,,,16.0,66BfcocNwMJEwugiiEnLNM,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":4,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":20,""anime_popularity_rank"":10,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_114k|spotify_600k_historical""}"
11,This game,Konomi Suzuki,[],LIFE of DASH,,,"[""anime"",""j-pop""]","[""und""]",,"No Game, No Life",970460,,,,spotify_popularity,56.0,score_0_100,,,,14.000000000000002,3COSRKvFPnpnnorNF4oaMf,,,https://github.com/szewczakjj/Almost-Million-Songs-Dataset-2025-16-Features-,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":19815,""anime_popularity_rank"":11,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_114k""}"
12,Kuusou Mesorogiwi (空想メソロギヰ),Yousei Teikoku,[],,,,[],"[""und""]",,The Future Diary,964441,,,,myanimelist_members_snapshot,964441.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":10620,""anime_popularity_rank"":12,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
13,silky heart,Yui Horie,[],HONEY JET!!,,,"[""j-idol""]","[""und""]",,Toradora!,910373,,,,spotify_popularity,42.0,score_0_100,,,,10.5,5UOFQeVsLEZKuX9VMI2qtb,,,https://github.com/szewczakjj/Almost-Million-Songs-Dataset-2025-16-Features-,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":2,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":4224,""anime_popularity_rank"":13,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_114k""}"
14,CORE PRIDE,UVERworld,[],LIFE 6 SENSE,,2011,"[""anime"",""j-pop"",""j-rock""]","[""und""]",,Blue Exorcist,863098,,,,spotify_popularity,59.0,score_0_100,,,,14.75,55n4sFy8tjysBcCjQFwX3A,,,https://github.com/szewczakjj/Almost-Million-Songs-Dataset-2025-16-Features-,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":9919,""anime_popularity_rank"":14,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical|spotify_114k""}"
15,Goya no Machiawase (午夜の待ち合わせ),Hello Sleepwalkers,[],,,,[],"[""und""]",,Noragami: Stray God,846498,,,,myanimelist_members_snapshot,846498.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":20507,""anime_popularity_rank"":15,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
16,Lilium,Kumiko Noma,[],,,,[],"[""und""]",,Elfen Lied,833388,,,,myanimelist_members_snapshot,833388.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":226,""anime_popularity_rank"":16,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
17,IGNITE,Eir Aoi,[],D'AZUR,,2012,"[""anime"",""j-rock""]","[""und""]",,Sword Art Online II,830508,,,,spotify_popularity,59.0,score_0_100,,,,14.75,5ivhfpfnoHhD8rUI2t3aJG,,,https://github.com/szewczakjj/Almost-Million-Songs-Dataset-2025-16-Features-,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":21881,""anime_popularity_rank"":17,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_114k|spotify_600k_historical""}"
18,D-tecnoLife,UVERworld,[],Timeless,,2006,"[""anime"",""j-pop"",""j-rock""]","[""und""]",,Bleach,819284,,,,spotify_popularity,60.0,score_0_100,,,,15.0,3eyxh8xkW0X7k1FSHlAatt,,,https://github.com/szewczakjj/Almost-Million-Songs-Dataset-2025-16-Features-,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":2,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":269,""anime_popularity_rank"":18,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical|spotify_114k""}"
19,Snow Fairy,FUNKIST,[],,2011-08-17,2011,"[""j-pop""]","[""und""]",,Fairy Tail,818652,,,,spotify_popularity,62.0,score_0_100,,,,15.5,3LqLpgyNp9s8puIUXvvMPx,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":6702,""anime_popularity_rank"":19,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_114k|spotify_600k_historical""}"
20,Hero's Come Back!!,nobodyknows+,[],vulgarhythm,,2007,"[""j-pop""]","[""und""]",,Naruto: Shippuden,794112,,,,spotify_popularity,62.0,score_0_100,,,,15.5,7weHG0yOwtAcZ0qBhyODLF,,,https://github.com/szewczakjj/Almost-Million-Songs-Dataset-2025-16-Features-,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":1735,""anime_popularity_rank"":20,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_114k|spotify_600k_historical""}"
21,I Will,Sowelu,[],,2005-01-07,2005,[],"[""und""]",,Fullmetal Alchemist,791812,,,,spotify_popularity,37.0,score_0_100,,,,9.25,7oFXj4K7cwSlQH50rnNDEZ,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""ED"",""theme_sequence"":5,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":121,""anime_popularity_rank"":21,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical""}"
22,resonance,T.M.Revolution,[],,2011,1996,[],"[""und""]",,Soul Eater,791551,,,,spotify_popularity,55.0,score_0_100,,,,13.750000000000002,3BDMeduJV5IU0tV7vjPREI,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":3588,""anime_popularity_rank"":22,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical""}"
23,WORLD END,FLOW,[],,2009-01-28,2009,[],"[""und""]",,Code Geass: Lelouch of the Rebellion R2,791396,,,,spotify_popularity,47.0,score_0_100,,,,11.75,5bdAmCz7rnCjhM0SJukRWo,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":2,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":2904,""anime_popularity_rank"":23,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical""}"
24,happily ever after,Shoko Nakagawa,[],,2008-03-19,2008,[],"[""und""]",,Gurren Lagann,787535,,,,spotify_popularity,44.0,score_0_100,,,,11.0,5rGcghspcuiAGnInPWfWRf,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""ED"",""theme_sequence"":2,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":2001,""anime_popularity_rank"":24,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical""}"
25,Skyreach,Sora Amamiya,[],,,,[],"[""und""]",,Akame ga Kill!,777199,,,,myanimelist_members_snapshot,777199.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":22199,""anime_popularity_rank"":25,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
26,Kyoumu Densen (凶夢伝染),ALI PROJECT,[],,,,[],"[""und""]",,Another,769742,,,,myanimelist_members_snapshot,769742.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":11111,""anime_popularity_rank"":26,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
27,THE DAY,PornoGraffitti,[],,2017-10-25,2017,"[""j-pop"",""j-rock""]","[""und""]",,My Hero Academia,763973,,,,spotify_popularity,71.0,score_0_100,,,,17.75,3wWPWoE2b7enVy5SIqMqm9,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":31964,""anime_popularity_rank"":27,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_114k|spotify_600k_historical""}"
28,ambiguous,GARNiDELiA,[],Ambiguous,2014-03-05,2014,"[""anime"",""anime rock"",""j-pixie""]","[""und""]",,KILL la KILL,761708,,,,spotify_popularity,47.0,score_0_100,,,,11.75,3y31mQb0Qdm5s4axcV68oI,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":2,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":18679,""anime_popularity_rank"":28,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_zenodo_0_9m|spotify_600k_historical|spotify_2025_0_9m_features""}"
29,abnormalize,Ling tosite sigure,[],i'mperfect,,2013,"[""hardcore"",""j-rock""]","[""und""]",,Psycho-Pass,751118,,,,spotify_popularity,51.0,score_0_100,,,,12.75,00nmZvZRyzQiYe2tAcDDUb,,,https://github.com/szewczakjj/Almost-Million-Songs-Dataset-2025-16-Features-,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":13601,""anime_popularity_rank"":29,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical|spotify_114k""}"
30,Uragiri no Yuuyake (裏切りの夕焼け; Sunset of Betrayal),Theatre Brook,[],,,,[],"[""und""]",,Durarara!!,745291,,,,myanimelist_members_snapshot,745291.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":6746,""anime_popularity_rank"":30,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
31,Megumeru ~cuckool mix 2007~ (メグメル～cuckool mix 2007～),eufonius,[],,,,[],"[""und""]",,Clannad,739894,,,,myanimelist_members_snapshot,739894.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":2167,""anime_popularity_rank"":31,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
32,HIGHSCHOOL OF THE DEAD,KISIDA KYODAN & THE AKEBOSI ROCKETS,[],,2010-08-18,2010,[],"[""und""]",,High School of the Dead,737052,,,,spotify_popularity,55.0,score_0_100,,,,13.750000000000002,254FAW8agT5ePrypOck8yA,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist_fuzzy_95.08196721311475"",""anilist_id"":null,""mal_id"":8074,""anime_popularity_rank"":32,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical""}"
33,Yume Tourou (夢灯籠),RADWIMPS,[],,,,[],"[""und""]",,Your Name.,730076,,,,myanimelist_members_snapshot,730076.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":32281,""anime_popularity_rank"":33,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
34,Departure!,Masatoshi Ono,[],,2013-09-18,2013,[],"[""und""]",,Hunter x Hunter,720920,,,,spotify_popularity,69.0,score_0_100,,,,17.25,5sjoJa0YmBCCPMrBPsBMge,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist_fuzzy_75.0"",""anilist_id"":null,""mal_id"":11061,""anime_popularity_rank"":34,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical""}"
35,STYX HELIX,MYTH & ROID,[],,2017-04-26,2017,[],"[""und""]",,Re:ZERO -Starting Life in Another World-,720575,,,,spotify_popularity,60.0,score_0_100,,,,15.0,376H9fw1l6spwIfiNSDBmJ,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""ED"",""theme_sequence"":1,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":31240,""anime_popularity_rank"":35,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical""}"
36,Hope,Namie Amuro,[],,2019-06-16,2019,"[""j-pop""]","[""und""]",,One Piece,720133,,,,spotify_popularity,60.0,score_0_100,,,,15.0,3Qcj8m6FFHhInWjjOrZRom,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":20,""selection_method"":""exact_title_artist"",""anilist_id"":null,""mal_id"":21,""anime_popularity_rank"":36,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical|spotify_114k""}"
37,Hikaru nara (光るなら),Goose house,[],,,,[],"[""und""]",,Your Lie in April,717655,,,,myanimelist_members_snapshot,717655.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":23273,""anime_popularity_rank"":37,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
38,Tank!,SEATBELTS,[],,1998-05-21,1998,[],"[""und""]",,Cowboy Bebop,707773,,,,spotify_popularity,62.0,score_0_100,,,,15.5,2Wi5ubKr8zSk8L3CLemyS4,,,https://www.kaggle.com/datasets/yamaerenay/spotify-dataset-19212020-600k-tracks,2026-09-11,,"{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""exact_title_artist_fuzzy_85.71428571428572"",""anilist_id"":null,""mal_id"":1,""anime_popularity_rank"":38,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250"",""catalog_sources"":""spotify_600k_historical""}"
39,Day of the River/Ano hi no kawa,Joe Hisaishi,[],,,,[],"[""und""]",,Spirited Away,705769,,,,myanimelist_members_snapshot,705769.0,users,,,,,,,,https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250,2026-09-11,"No trustworthy song-level listen/view count found; MyAnimeList member count from the bundled snapshot is explicitly an anime-popularity proxy, not song listens.","{""theme_type"":""OP"",""theme_sequence"":1,""selection_method"":""theme_order_fallback"",""anilist_id"":null,""mal_id"":199,""anime_popularity_rank"":39,""anime_popularity_source"":""myanimelist_members_snapshot"",""theme_metadata_url"":""https://gist.github.com/Chepubelja/00ed0aae9bdd4d9be5f4fd1032d0d250""}"
